ºº×Ö,Æ´Òô,±Ê»­,´ÊÆµ
Æå,qi,12,100
ËÅ,si,7,100
³ª,chang,11,100
Ê¦,shi,6,100
Èö,sa,15,100
Ë½,si,7,101
Ãí,miao,8,101
±Ë,bi,8,101
·î,feng,8,102
¶·,dou,4,102
¾Ù,ju,9,102
°Í,ba,4,102
¼ğ,jian,8,102
¿Ä,ke,15,103
Ğå,xiu,10,103
ÉÆ,shan,12,104
Ôô,zei,10,105
Ôµ,yuan,12,105
Æ¤,pi,5,105
´Ê,ci,7,105
âÖ,an,11,105
ÌÖ,tao,5,105
ÅÆ,pai,12,105
¸ô,ge,12,106
ĞÕ,xing,8,106
Ìõ,tiao,7,106
òò,ke,15,106
ĞÎ,xing,7,106
Âô,mai,8,106
Öµ,zhi,10,106
Î©,wei,11,106
îË,chuan,8,107
Ö§,zhi,4,107
º¬,han,7,107
ÕÛ,zhe,7,107
Ôİ,zan,12,107
¶ú,er,6,107
Îû,xi,15,108
Æ¾,ping,8,108
¶Ì,duan,12,108
¹Û,guan,6,108
³Ù,chi,7,108
Ì¸,tan,10,108
·¸,fan,5,108
±±,bei,5,109
Ä¾,mu,4,109
»ê,hun,13,109
¹©,gong,8,109
Í´,tong,12,110
¶Ù,dun,10,110
³Õ,chi,13,110
Ôª,yuan,4,111
¾ø,jue,9,111
Ê£,sheng,12,111
Áª,lian,12,112
ÆŞ,qi,8,112
º®,han,12,112
Åõ,peng,11,112
ÏÓ,xian,13,112
×°,zhuang,12,113
»³,huai,7,113
¶Á,du,10,113
»Å,huang,12,113
¶Ä,du,12,113
Òõ,yin,6,113
ÌÀ,tang,6,113
·Ñ,fei,9,114
½è,jie,10,114
ÓÌ,you,7,114
¶È,du,9,114
³ı,chu,9,114
Ìø,tiao,13,114
½Ç,jiao,7,114
±ä,bian,8,114
ÓÑ,you,4,115
½Î,jiao,10,115
Î¯,wei,8,115
µÍ,di,7,115
³Ğ,cheng,8,115
ÈÌ,ren,7,116
½Ú,jie,5,116
ÊÆ,shi,8,116
ºá,heng,15,116
Ò½,yi,7,117
Òû,yin,7,118
¼à,jian,10,118
ÄÎ,nai,8,118
ºå,hong,9,119
Õç,zhen,13,120
Éá,she,8,121
Ğé,xu,11,121
±Ê,bi,10,121
ó¸,chan,19,121
±²,bei,12,121
½²,jiang,6,123
Òì,yi,6,123
³õ,chu,7,123
ÆÌ,pu,12,123
·­,fan,18,123
½á,jie,9,124
Á±,lian,8,124
¹Ò,gua,9,125
¸Ä,gai,7,125
»¯,hua,4,125
¹ä,guang,10,125
³Ç,cheng,9,126
ÆÆ,po,10,126
´ú,dai,5,126
Ôì,zao,10,126
¹²,gong,6,127
×ã,zu,7,127
ÉÕ,shao,10,128
»Æ,huang,11,128
¸£,fu,13,128
Â¶,lu,21,128
Á¦,li,2,129
Æİ,qi,11,129
³Æ,cheng,10,130
·¬,fan,12,130
¾Å,jiu,2,131
¹ò,gui,13,131
Á¯,lian,8,131
³Ã,chen,12,132
°İ,bai,9,132
Ö¶,zhi,8,132
Í×,tuo,7,132
¾«,jing,14,132
ÈÂ,rang,20,132
²î,cha,9,133
¸ù,gen,10,133
Á«,lian,10,133
²İ,cao,9,134
Öî,zhu,10,136
¼Ó,jia,5,136
¾´,jing,12,136
Éè,she,6,136
¼Í,ji,6,136
Òş,yin,11,136
Ğë,xu,9,136
ÍË,tui,9,136
¼Æ,ji,4,137
Óà,yu,7,137
Ë³,shun,9,138
·É,fei,3,138
ÈÎ,ren,6,138
°´,an,9,138
º¦,hai,10,138
Áí,ling,5,138
ÍĞ,tuo,6,138
Ò×,yi,8,139
ÎÆ,wen,7,139
³¯,chao,12,139
¹é,gui,5,140
Àû,li,7,140
Ö¹,zhi,4,140
È¢,qu,11,141
ÖÂ,zhi,10,141
Ì§,tai,8,141
°µ,an,13,142
¼Ù,jia,11,142
İº,ying,10,143
¾ã,ju,10,143
ÍÆ,tui,11,144
´ä,cui,14,144
¹¬,gong,9,144
¿Í,ke,9,144
±é,bian,12,144
ÌÃ,tang,11,144
·ö,fu,7,144
Æß,qi,2,145
Éî,shen,11,145
Ô¤,yu,10,145
ÅÌ,pan,11,145
Á¿,liang,12,146
¹»,gou,11,146
µ÷,tiao,10,147
×À,zhuo,10,147
Ö½,zhi,7,147
¾©,jing,8,147
ĞÒ,xing,8,148
Öé,zhu,10,148
¹Ø,guan,6,149
ÄÕ,nao,9,149
ÊØ,shou,6,149
´Ç,ci,13,150
Åä,pei,10,151
ÖÎ,zhi,8,152
°Ú,bai,13,153
·ğ,fo,7,153
Íµ,tou,11,153
ÌÈ,tang,10,154
Î¢,wei,13,154
Àë,li,10,154
µİ,di,10,155
Éô,shen,11,155
¿»,kang,8,156
Òı,yin,4,156
Í¿,tu,10,156
±£,bao,9,157
åú,fei,6,157
Áù,liu,4,158
ÄË,nai,2,158
À¼,lan,5,158
Ìâ,ti,15,159
ºŞ,hen,9,159
Ë¾,si,5,159
Ê°,shi,9,159
»ğ,huo,4,160
ÓÉ,you,5,160
Üø,ming,9,160
Ñã,yan,12,160
Êı,shu,13,161
¹¤,gong,3,161
¿é,kuai,7,162
ÃÎ,meng,11,162
ÄÏ,nan,9,162
Ë×,su,9,163
»»,huan,10,164
¹ú,guo,8,165
½û,jin,13,165
È¤,qu,15,165
¸Ğ,gan,13,165
Íë,wan,13,165
´²,chuang,7,166
·³,fan,10,166
²½,bu,7,166
ÖÕ,zhong,8,167
±³,bei,9,169
Ëê,sui,6,169
²é,cha,9,169
±¨,bao,7,169
ĞÑ,xing,16,170
Ê·,shi,5,171
Âı,man,14,171
¶Ë,duan,14,171
Óö,yu,12,171
µ¥,dan,8,171
×Ú,zong,8,172
½Å,jiao,11,172
Íû,wang,11,172
Ëï,sun,6,172
¾ª,jing,11,173
ÒÉ,yi,14,173
±§,bao,8,173
¿÷,kui,3,174
¹Ë,gu,10,174
¶ª,diu,6,174
º£,hai,10,174
¾»,jing,8,174
Ìí,tian,11,175
½¥,jian,11,175
Í¨,tong,10,176
Çà,qing,8,177
Ïµ,xi,7,177
Ä¿,mu,5,178
ÄĞ,nan,7,178
Ï¯,xi,10,178
´°,chuang,12,180
Ï¢,xi,10,181
×î,zui,12,181
Òé,yi,5,181
³¡,chang,6,181
¶Ï,duan,11,182
Ê×,shou,9,182
Äş,ning,5,183
ÕÊ,zhang,7,184
±¯,bei,12,185
Áé,ling,7,185
ºı,hu,15,185
ºú,hu,9,185
¹í,gui,9,186
¶À,du,9,186
·Ô,fen,7,186
ÖÖ,zhong,9,187
Áø,liu,9,187
ÖÓ,zhong,9,188
ÅÉ,pai,9,189
ÉÌ,shang,11,189
ÇÙ,qin,12,189
Ææ,qi,8,189
·²,fan,3,189
Ï´,xi,9,190
¸´,fu,9,190
½Ì,jiao,11,191
Ìå,ti,7,191
Ê§,shi,5,191
´í,cuo,13,192
´ô,dai,7,192
×ï,zui,13,194
Ê¿,shi,3,194
³µ,che,4,194
»½,huan,10,196
Âò,mai,6,196
ÕÔ,zhao,9,197
»£,hu,11,197
Íò,wan,3,198
·ü,fu,6,198
ÏÉ,xian,5,199
¿Ì,ke,8,199
Àµ,lai,13,199
¼«,ji,7,200
¶÷,en,10,200
Å«,nu,5,200
ÂÛ,lun,6,201
×Ü,zong,9,203
»­,hua,8,203
½ô,jin,10,203
ÅÔ,pang,10,203
Ãâ,mian,7,205
ÀÖ,le,5,205
Ê¡,sheng,9,206
×ª,zhuan,8,207
Á÷,liu,10,209
Ğ»,xie,12,209
Ç¿,qiang,12,210
É©,sao,12,210
Ô¸,yuan,14,211
ÃÆ,men,7,211
¹ó,gui,9,212
Éâ,she,11,213
ÈÈ,re,10,214
·Ç,fei,8,214
È«,quan,6,214
Óû,yu,11,216
ÁÏ,liao,10,216
¹ğ,gui,10,216
Ô¹,yuan,9,216
Âí,ma,3,219
Ï·,xi,6,219
¾°,jing,12,219
ÇØ,qin,10,219
Ö¸,zhi,9,220
Á¢,li,5,220
±­,bei,8,220
²Ê,cai,11,220
Èİ,rong,10,221
»î,huo,9,223
Ç§,qian,3,223
Éõ,shen,9,223
¾Ë,jiu,13,225
µÆ,deng,6,226
Ê¯,shi,5,226
ºÏ,he,6,227
×æ,zu,9,227
Ö±,zhi,8,227
Íü,wang,7,228
Ñø,yang,9,229
¾²,jing,14,229
Â·,lu,13,229
ÂÔ,lue,11,230
ÉÍ,shang,12,231
Êå,shu,8,231
÷ß,huan,23,232
¹Å,gu,5,232
»ì,hun,11,235
Ü¿,yun,7,236
ÌÛ,teng,10,236
Ëì,sui,12,238
°ü,bao,5,238
Ô¶,yuan,7,239
¼´,ji,7,240
»·,huan,8,240
½»,jiao,6,240
ÑÌ,yan,10,241
ÎÅ,wen,9,242
ºÜ,hen,9,243
ÅÜ,pao,12,244
Ñ°,xun,6,245
É½,shan,3,246
Æë,qi,6,246
ØË,si,14,246
´å,cun,7,246
Âî,ma,9,246
¹â,guang,6,247
¿Õ,kong,8,247
±¸,bei,8,247
÷ê,she,21,247
ÖØ,zhong,9,247
Ì¾,tan,5,248
¸À,fu,8,248
ÈÏ,ren,4,252
°®,ai,10,253
·¼,fang,7,256
Åã,pei,10,258
ÉË,shang,6,258
ÎÄ,wen,4,259
¼Ç,ji,5,260
Ãî,miao,7,261
¿à,ku,8,261
Âä,luo,12,262
¸ß,gao,10,263
°ì,ban,4,266
´©,chuan,9,266
¹Ö,guai,8,266
°Ë,ba,2,267
æ¢,zi,7,270
Áì,ling,11,271
ÈÙ,rong,9,271
ÏÖ,xian,8,272
¼°,ji,3,273
ÊÜ,shou,8,273
ÊÌ,shi,8,275
ÈÔ,reng,4,275
Î»,wei,7,278
»¶,huan,6,278
¿Ö,kong,10,281
´«,chuan,6,283
ÂÒ,luan,7,284
±»,bei,10,284
½ü,jin,7,285
Çá,qing,9,285
Ã¿,mei,7,285
×ì,zui,16,286
Ëæ,sui,11,287
Ñ©,xue,11,288
Ìæ,ti,12,288
Æ«,pian,11,290
Ï§,xi,11,290
Çï,qiu,9,290
Âú,man,13,290
¿Ï,ken,8,290
æÖ,mo,17,290
Áâ,ling,11,290
¹«,gong,4,292
°ã,ban,10,292
Áî,ling,5,292
×ò,zuo,9,292
ĞÂ,xin,13,293
Ğ¢,xiao,7,293
ÏĞ,xian,7,294
ÇÉ,qiao,5,294
¿ö,kuang,7,294
±Ï,bi,6,295
ÈÃ,rang,5,296
µÚ,di,11,297
¸Õ,gang,6,297
Ğª,xie,13,298
Óê,yu,8,299
Åª,nong,7,300
Ó­,ying,7,300
Ôø,ceng,12,301
ó´,pan,18,302
·ş,fu,8,302
Èğ,rui,13,303
¾¡,jin,6,303
ÈØ,rong,13,304
·´,fan,4,304
Ò©,yao,9,304
¾É,jiu,5,304
Ê«,shi,8,306
Îï,wu,8,308
Áõ,liu,6,311
Íç,wan,10,312
Àñ,li,5,313
Ñ§,xue,8,313
´ı,dai,9,314
·¨,fa,8,315
Ğ´,xie,5,315
Õ¾,zhan,10,316
ÉĞ,shang,8,316
Ôò,ze,6,317
ĞË,xing,6,318
°Ù,bai,6,318
ĞÔ,xing,8,319
ÕÕ,zhao,13,320
Çó,qiu,7,321
ºÈ,he,12,323
Êµ,shi,8,325
Çå,qing,11,325
¶Ô,dui,5,325
ĞÖ,xiong,5,326
º¢,hai,9,327
Ïó,xiang,11,328
Áô,liu,10,328
Àä,leng,7,329
Ìá,ti,12,332
ºò,hou,10,333
ËØ,su,10,333
É¢,san,12,335
ö©,wen,12,338
Ï±,xi,13,338
Æñ,qi,6,340
ÖÜ,zhou,8,340
È¡,qu,8,340
Äî,nian,8,341
Àá,lei,8,344
Ôº,yuan,9,344
Ô½,yue,12,345
µÜ,di,7,346
ËÆ,shi,6,347
¸¸,fu,4,355
Çç,qing,12,357
Òà,yi,6,357
½â,jie,13,358
ÊÀ,shi,5,359
À­,la,8,362
Ğí,xu,6,363
ĞÅ,xin,9,363
¸Ï,gan,10,367
æı,wan,6,367
ÊÕ,shou,6,367
½Ô,jie,9,375
Íí,wan,11,375
ÒÀ,yi,8,377
³¤,zhang,4,382
Íê,wan,7,385
¶¯,dong,6,388
È°,quan,4,392
¼±,ji,9,393
´Î,ci,6,394
Ë®,shui,4,396
Ëã,suan,14,397
µ«,dan,7,397
É«,se,6,397
Õß,zhe,8,398
µ×,di,8,399
ÇÄ,qiao,10,399
±¾,ben,5,403
Ë¼,si,9,403
Èë,ru,2,405
ĞÏ,xing,6,407
Æä,qi,8,410
¼È,ji,9,413
Éñ,shen,9,414
¾é,juan,12,419
ºö,hu,8,424
¸¾,fu,6,427
Ñì,yang,10,427
ÕÅ,zhang,7,429
ÕÒ,zhao,7,435
Ô§,yuan,10,437
ÒÂ,yi,6,438
Á³,lian,11,444
·ç,feng,4,445
¸É,gan,3,448
Ïà,xiang,9,451
Óï,yu,9,458
·¹,fan,7,463
Ï¸,xi,8,464
¹Ê,gu,9,469
Ò¹,ye,8,469
½Ó,jie,11,470
¹û,guo,8,473
³£,chang,11,475
¼ş,jian,6,476
¼ä,jian,7,478
²è,cha,9,486
¾­,jing,8,492
ĞĞ,hang,6,494
¶ø,er,6,494
ÊÏ,shi,4,495
ÄÖ,nao,8,501
Ì½,tan,11,501
×Ï,zi,12,502
Ë¯,shui,13,504
Îİ,wu,9,505
»ò,huo,8,508
ÓÈ,you,4,509
¸Ã,gai,8,512
±È,bi,4,515
´ğ,da,12,517
¿ì,kuai,7,519
Ö÷,zhu,5,521
ÉÙ,shao,4,523
Õä,zhen,9,529
ÓÚ,yu,3,543
Ãû,ming,6,544
×ö,zuo,11,548
¶¨,ding,8,551
Îå,wu,4,554
¸®,fu,8,555
Ç®,qian,10,558
ÑÔ,yan,7,562
Ô°,yuan,7,567
¾õ,jiao,9,570
Ê¹,shi,8,571
Ïæ,xiang,12,573
Ïò,xiang,6,579
Í¬,tong,6,582
¿Ş,ku,10,584
°×,bai,5,585
Òø,yin,11,589
¸÷,ge,6,589
¸ü,geng,7,592
ÔÛ,zan,9,592
ÆÅ,po,11,593
¾Æ,jiu,10,595
¹Ù,guan,8,610
¾ä,ju,5,615
²¢,bing,6,618
¸ú,gen,13,618
Ëß,su,7,619
°ë,ban,5,620
Õæ,zhen,10,625
¾¹,jing,11,626
×Ö,zi,6,631
ºì,hong,6,631
ÄÑ,nan,10,633
ÀÑ,lao,9,639
²¡,bing,10,639
Çé,qing,11,642
½ğ,jin,8,645
Êé,shu,4,645
³É,cheng,6,648
µØ,di,6,657
Àî,li,7,664
Ï²,xi,12,666
¿ª,kai,4,670
ÑÛ,yan,11,687
Àí,li,11,688
¸Ò,gan,11,692
È´,que,7,693
·Å,fang,8,694
¸ç,ge,10,698
µã,dian,9,702
ÔÆ,yun,4,705
°²,an,6,706
Î´,wei,5,721
µ±,dang,6,726
ÄÜ,neng,10,730
Éù,sheng,7,731
ËÄ,si,5,736
ÅÂ,pa,8,736
¿Ú,kou,3,743
·Ö,fen,4,745
´Ó,cong,4,749
±Ø,bi,5,759
Ëä,sui,9,761
Ïã,xiang,9,762
ÁÖ,lin,8,763
Î÷,xi,6,764
Ó¦,ying,7,767
´ø,dai,9,769
¶«,dong,5,777
Íù,wang,8,779
ÔÂ,yue,4,782
»á,hui,6,800
¸æ,gao,7,813
Á¬,lian,7,815
Ôç,zao,6,815
ÖÁ,zhi,6,819
ËÍ,song,9,834
Å®,nv,3,848
ËÀ,si,6,850
¹Ü,guan,14,860
ÇÆ,qiao,17,865
×¡,zhu,7,870
Ë­,shui,10,872
¼º,ji,3,878
ÄÚ,nei,4,878
çö,lian,11,882
ÏÈ,xian,6,884
±ß,bian,5,888
Æ½,ping,5,890
´¦,chu,5,905
»¨,hua,7,909
Ëù,suo,8,918
Ô­,yuan,10,925
Âè,ma,6,928
ÒÌ,yi,9,937
Ãü,ming,8,940
Õş,zheng,9,945
´º,chun,9,951
ÇÒ,qie,5,964
Ñ¦,xue,16,969
·¢,fa,5,970
Ê®,shi,2,992
Èô,ruo,8,994
ÓÃ,yong,5,996
Çë,qing,10,1002
·¿,fang,8,1006
Óë,yu,3,1008
ÊÖ,shou,4,1015
Äê,nian,6,1030
ÄÃ,na,10,1035
×ø,zuo,7,1045
Ç×,qin,9,1057
¸ø,gei,9,1060
îÎ,chai,8,1080
ºÎ,he,7,1081
Æø,qi,4,1090
ÒÔ,yi,4,1095
°Ñ,ba,7,1112
Éí,shen,7,1119
½«,jiang,9,1121
ÒÑ,yi,3,1123
¶à,duo,6,1124
×÷,zuo,7,1124
Ã÷,ming,8,1128
·½,fang,4,1132
Éú,sheng,5,1139
ÖÚ,zhong,6,1143
ÃÃ,mei,8,1149
Èı,san,3,1162
Ôõ,zen,9,1179
Ï®,xi,11,1180
Íâ,wai,5,1182
Ñ¾,ya,3,1199
×ß,zou,7,1205
Òâ,yi,13,1213
Îª,wei,4,1215
±ğ,bie,7,1219
ÔÙ,zai,6,1220
ÃÅ,men,3,1229
È»,ran,12,1230
Ç°,qian,9,1253
÷ì,dai,17,1324
Ìì,tian,4,1334
¹Ã,gu,8,1357
ºó,hou,6,1361
ÎŞ,wu,4,1363
¼¸,ji,2,1371
Õı,zheng,5,1377
³Ô,chi,6,1424
ºÍ,he,8,1438
Ñù,yang,10,1450
°Õ,ba,10,1475
´Ë,ci,6,1481
µ¹,dao,10,1494
½ø,jin,7,1528
´ò,da,5,1556
ÖĞ,zhong,4,1622
Íõ,wang,4,1632
²Å,cai,3,1726
Ïë,xiang,13,1735
Ãæ,mian,9,1750
Ò¯,ye,6,1753
ÄÌ,nai,5,1767
Ã¦,mang,6,1768
·ò,fu,4,1771
Ê²,shen,4,1800
¿É,ke,5,1808
ÄØ,ne,8,1811
Äï,niang,10,1827
µÈ,deng,12,1882
·ï,feng,4,1899
Òò,yin,6,1906
Ğ¡,xiao,3,1947
ÎÊ,wen,6,1964
½ñ,jin,4,2058
Ö®,zhi,3,2065
Ê±,shi,7,2090
Ğ©,xie,8,2113
Ä¸,mu,5,2123
Á½,liang,7,2168
Ã»,mei,7,2182
µ½,dao,8,2203
½Ğ,jiao,5,2216
Èç,ru,6,2279
¿´,kan,9,2285
×Ô,zi,6,2392
Æğ,qi,10,2403
»¹,huan,7,2439
»°,hua,8,2449
¹ı,guo,6,2514
ÀÏ,lao,6,2542
¶ş,er,2,2544
ĞÄ,xin,4,2559
ÊÂ,shi,8,2579
¶¼,dou,10,2585
ÏÂ,xia,3,2675
Òª,yao,9,2822
Öª,zhi,8,2842
ÈÕ,ri,4,2848
»Ø,hui,6,3010
³ö,chu,5,3129
¾Í,jiu,12,3177
Ìı,ting,7,3201
Í·,tou,5,3321
´ó,da,3,3347
½ã,jie,8,3364
µÃ,de,11,3479
Ã´,me,3,3588
ÉÏ,shang,3,3708
¼Ò,jia,10,3799
Ğ¦,xiao,10,3802
ºÃ,hao,6,3903
ÔÚ,zai,6,3909
±ã,bian,9,3948
Ì«,tai,4,4210
Ö»,zhi,5,4537
¼û,jian,4,4666
ÄÇ,na,6,4757
ÃÇ,men,5,4760
Àï,li,7,5017
¼Ö,jia,10,5047
ÓÖ,you,2,5070
×Ó,zi,3,5301
¸ö,ge,3,5456
±¦,bao,8,5634
ÓĞ,you,6,5766
Óñ,yu,5,5842
Ò²,ye,3,5868
¶ù,er,2,5926
×Å,zhe,11,6022
È¥,qu,5,6056
Äã,ni,7,6956
Ëû,ta,5,7518
Õâ,zhe,7,7576
ÎÒ,wo,7,8895
Ëµ,shuo,9,9454
ÊÇ,shi,9,9823
ÈË,ren,2,10253
µÀ,dao,12,10716
À´,lai,7,11109
Ò»,yi,1,11752
²»,bu,4,14573
µÄ,de,8,15177
ÁË,le,2,20601
